loss,accuracy
0.38142,0.893303
0.212696,0.939203
0.164727,0.95276
0.136077,0.961023
0.116735,0.9665
0.102646,0.97064
0.09172,0.973637
0.082993,0.976243
0.07575,0.978473
0.069611,0.980457
