loss,accuracy
2.320357,0.123577
2.216448,0.186853
2.131617,0.27206
2.054435,0.358993
1.980208,0.43358
1.907169,0.49383
1.834893,0.54137
1.763612,0.57854
1.693794,0.608113
1.626048,0.632393
