loss,accuracy
0.777093,0.801953
0.377772,0.89531
0.324006,0.908277
0.2943,0.916867
0.272734,0.923017
0.25529,0.92803
0.24049,0.932303
0.227656,0.93615
0.21638,0.93931
0.206342,0.942077
