loss,accuracy
1.071635,77.040833
0.690708,83.968333
0.554276,86.265833
0.485539,87.473333
0.443351,88.328333
0.414418,88.8725
0.393057,89.374167
0.376098,89.759167
0.362558,90.0525
0.35114,90.3425
