loss,accuracy
0.612401,0.839543
0.324296,0.90848
0.278845,0.921377
0.250191,0.92942
0.228498,0.93532
0.210816,0.94031
0.195987,0.94465
0.183306,0.948407
0.172277,0.95152
0.162552,0.954257
