loss,accuracy
0.451653,0.877083
0.258954,0.926763
0.210253,0.940607
0.178184,0.949477
0.155272,0.956077
0.138058,0.960987
0.124547,0.964927
0.113631,0.968087
0.104592,0.970767
0.096986,0.972977
