loss,accuracy
0.91949,0.769797
0.428924,0.885013
0.359132,0.90038
0.324937,0.908807
0.302301,0.91488
0.285176,0.919637
0.271177,0.923663
0.259236,0.92702
0.248729,0.930053
0.239333,0.932697
