loss,accuracy
2.242272,17.533333
2.133662,27.368333
2.039346,35.893667
1.951534,42.769333
1.867312,48.32
1.785827,53.053667
1.707176,57.075333
1.631726,60.423333
1.559886,63.209
1.491955,65.541333
