loss,accuracy
1.38033,69.105667
0.919509,79.700667
0.720866,83.188
0.615744,85.028
0.550699,86.217667
0.506346,87.033
0.473935,87.682
0.449169,88.17
0.429456,88.578
0.413279,88.908667
