loss,accuracy
1.161108,76.8075
0.747633,83.768333
0.594751,85.8525
0.517588,87.055833
0.470883,87.813333
0.439152,88.43
0.415982,88.873333
0.397992,89.211667
0.383507,89.494167
0.37158,89.7475
