loss,accuracy
0.668823,84.377
0.478831,87.551
0.411464,88.936333
0.374938,89.702
0.350957,90.267
0.33307,90.705667
0.31891,91.089333
0.307223,91.384667
0.297046,91.668
0.288327,91.926
