loss,accuracy
0.846307,0.78752
0.399622,0.890157
0.338888,0.904553
0.307346,0.91313
0.285482,0.919337
0.268405,0.92414
0.254172,0.928277
0.241824,0.931853
0.230905,0.934903
0.221106,0.93782
