loss,accuracy
0.278263,92.095
0.218027,93.808333
0.179672,94.921667
0.152969,95.689333
0.135722,96.182
0.121885,96.589667
0.109056,96.964
0.099934,97.223333
0.09268,97.444
0.085733,97.634333
