loss,accuracy
2.19564,0.206973
1.92971,0.435317
1.701257,0.577687
1.498941,0.662033
1.328013,0.71475
1.188338,0.748953
1.075774,0.773173
0.985182,0.789713
0.911787,0.80242
0.851647,0.812653
